Exposure	R2	SE	Mean	Max_diff_bw	Abs_max_diff_bw	R2_diff	P_max_diff	N	Cohort	Ancestry	VariableType
MagnesiumMean	0.06976562	0.003079548	337.5853	1_4	0.004287040000000006	-0.004287040000000006	0.492171	128055	UKBB	EUR	Continuous
MagnesiumMean	0.06765650	0.003019643	387.9978	1_4	0.004287040000000006	-0.004287040000000006	0.492171	128055	UKBB	EUR	Continuous
MagnesiumMean	0.06955287	0.003090073	488.4719	1_4	0.004287040000000006	-0.004287040000000006	0.492171	128055	UKBB	EUR	Continuous
MeanDrinksWk	0.09221550	0.003772921	0.9875869	1_3	0.02757451000000001	-0.02757451000000001	5.195244e-05	112204	UKBB	EUR	Continuous
MeanDrinksWk	0.06864019	0.003324981	3.287587	1_3	0.02757451000000001	-0.02757451000000001	5.195244e-05	112204	UKBB	EUR	Continuous
MeanDrinksWk	0.06464099	0.003043505	6.922708	1_3	0.02757451000000001	-0.02757451000000001	5.195244e-05	112204	UKBB	EUR	Continuous
MeanDrinksWk	0.06465033	0.003123561	12.33952	1_3	0.02757451000000001	-0.02757451000000001	5.195244e-05	112204	UKBB	EUR	Continuous
MeanDrinksWk	0.06498991	0.003005127	27.58255	1_3	0.02757451000000001	-0.02757451000000001	5.195244e-05	112204	UKBB	EUR	Continuous
PhysicalActivity	0.09248951	0.002262349	10	1_4	0.027569549999999998	-0.027569549999999998	6.593888e-11	304951	UKBB	EUR	Continuous
PhysicalActivity	0.08010646	0.002077129	30	1_4	0.027569549999999998	-0.027569549999999998	6.593888e-11	304951	UKBB	EUR	Continuous
PhysicalActivity	0.07277181	0.001968769	50	1_4	0.027569549999999998	-0.027569549999999998	6.593888e-11	304951	UKBB	EUR	Continuous
PhysicalActivity	0.06491996	0.001960074	70	1_4	0.027569549999999998	-0.027569549999999998	6.593888e-11	304951	UKBB	EUR	Continuous
PhysicalActivity	0.06674529	0.001946591	90	1_4	0.027569549999999998	-0.027569549999999998	6.593888e-11	304951	UKBB	EUR	Continuous
NeverVsCurrent	0.07263503	0.001091489	0	1_2	0.00891306	0.00891306	0.02072079	242693	UKBB	EUR	Binary
NeverVsCurrent	0.08154809	0.002836071	1	1_2	0.00891306	0.00891306	0.02072079	242693	UKBB	EUR	Binary
PackYears	0.07138581	0.003276383	4.687171	2_5	0.016414059999999994	0.016414059999999994	0.01593045	114135	UKBB	EUR	Continuous
PackYears	0.06977899	0.003191822	11.62134	2_5	0.016414059999999994	0.016414059999999994	0.01593045	114135	UKBB	EUR	Continuous
PackYears	0.07799144	0.003431922	19.23482	2_5	0.016414059999999994	0.016414059999999994	0.01593045	114135	UKBB	EUR	Continuous
PackYears	0.08192867	0.003585769	29.26695	2_5	0.016414059999999994	0.016414059999999994	0.01593045	114135	UKBB	EUR	Continuous
PackYears	0.08619305	0.003619871	52.50556	2_5	0.016414059999999994	0.016414059999999994	0.01593045	114135	UKBB	EUR	Continuous
PolyunFatMean	0.06756109	0.003079232	5.836518	3_5	0.010645939999999993	0.010645939999999993	0.090469	127785	UKBB	EUR	Continuous
PolyunFatMean	0.07013456	0.002997529	9.635708	3_5	0.010645939999999993	0.010645939999999993	0.090469	127785	UKBB	EUR	Continuous
PolyunFatMean	0.06442419	0.003073323	12.80552	3_5	0.010645939999999993	0.010645939999999993	0.090469	127785	UKBB	EUR	Continuous
PolyunFatMean	0.06897824	0.003115439	16.61752	3_5	0.010645939999999993	0.010645939999999993	0.090469	127785	UKBB	EUR	Continuous
PolyunFatMean	0.07507013	0.003215657	24.11453	3_5	0.010645939999999993	0.010645939999999993	0.090469	127785	UKBB	EUR	Continuous
PorkIntake	0.06484896	0.001846185	0.249243	1_5	0.01618262000000001	0.01618262000000001	1.637861e-05	374836	UKBB	EUR	Continuous
PorkIntake	0.08002986	0.001899666	1	1_5	0.01618262000000001	0.01618262000000001	1.637861e-05	374836	UKBB	EUR	Continuous
PorkIntake	0.07588738	0.001838696	1	1_5	0.01618262000000001	0.01618262000000001	1.637861e-05	374836	UKBB	EUR	Continuous
PorkIntake	0.07729436	0.001865927	1.310216	1_5	0.01618262000000001	0.01618262000000001	1.637861e-05	374836	UKBB	EUR	Continuous
PorkIntake	0.08103158	0.001909067	2.167391	1_5	0.01618262000000001	0.01618262000000001	1.637861e-05	374836	UKBB	EUR	Continuous
PotassiumMean	0.07413723	0.003164925	2378.508	1_2	0.008739960000000005	-0.008739960000000005	0.1564753	128017	UKBB	EUR	Continuous
PotassiumMean	0.06539727	0.003003932	3156.478	1_2	0.008739960000000005	-0.008739960000000005	0.1564753	128017	UKBB	EUR	Continuous
PotassiumMean	0.06632736	0.003021330	3663.725	1_2	0.008739960000000005	-0.008739960000000005	0.1564753	128017	UKBB	EUR	Continuous
PotassiumMean	0.07020420	0.003218736	4217.351	1_2	0.008739960000000005	-0.008739960000000005	0.1564753	128017	UKBB	EUR	Continuous
PotassiumMean	0.07345887	0.003222990	5340.393	1_2	0.008739960000000005	-0.008739960000000005	0.1564753	128017	UKBB	EUR	Continuous
ProcMeatIntake	0.06794257	0.001713598	0.5933866	1_5	0.018112550000000005	0.018112550000000005	9.58798e-07	376205	UKBB	EUR	Continuous
ProcMeatIntake	0.07336462	0.001863514	1.096251	1_5	0.018112550000000005	0.018112550000000005	9.58798e-07	376205	UKBB	EUR	Continuous
ProcMeatIntake	0.07559486	0.001846066	2	1_5	0.018112550000000005	0.018112550000000005	9.58798e-07	376205	UKBB	EUR	Continuous
ProcMeatIntake	0.08140904	0.001879629	2.593652	1_5	0.018112550000000005	0.018112550000000005	9.58798e-07	376205	UKBB	EUR	Continuous
ProcMeatIntake	0.08605512	0.001983312	3.232785	1_5	0.018112550000000005	0.018112550000000005	9.58798e-07	376205	UKBB	EUR	Continuous
ProteinMean	0.06278185	0.003076342	51.5028	3_5	0.021647649999999997	0.021647649999999997	0.0008238764	128181	UKBB	EUR	Continuous
ProteinMean	0.06677543	0.003080504	69.17629	3_5	0.021647649999999997	0.021647649999999997	0.0008238764	128181	UKBB	EUR	Continuous
ProteinMean	0.06176446	0.002916483	79.96412	3_5	0.021647649999999997	0.021647649999999997	0.0008238764	128181	UKBB	EUR	Continuous
ProteinMean	0.07299440	0.002962765	91.34524	3_5	0.021647649999999997	0.021647649999999997	0.0008238764	128181	UKBB	EUR	Continuous
ProteinMean	0.08341211	0.003558697	114.2655	3_5	0.021647649999999997	0.021647649999999997	0.0008238764	128181	UKBB	EUR	Continuous
RetinolMean	0.06430310	0.003076392	111.8349	2_5	0.013541170000000005	0.013541170000000005	0.03127037	126029	UKBB	EUR	Continuous
RetinolMean	0.06385273	0.003024664	212.1764	2_5	0.013541170000000005	0.013541170000000005	0.03127037	126029	UKBB	EUR	Continuous
RetinolMean	0.06820168	0.003123153	294.6763	2_5	0.013541170000000005	0.013541170000000005	0.03127037	126029	UKBB	EUR	Continuous
RetinolMean	0.06969681	0.003187506	391.9415	2_5	0.013541170000000005	0.013541170000000005	0.03127037	126029	UKBB	EUR	Continuous
RetinolMean	0.07739390	0.003263960	574.8289	2_5	0.013541170000000005	0.013541170000000005	0.03127037	126029	UKBB	EUR	Continuous
SaltAddedBinary	0.07253206	0.001129331	0	1_2	0.005461670000000002	0.005461670000000002	0.03189986	304925	UKBB	EUR	Binary
SaltAddedBinary	0.07799373	0.001419711	1	1_2	0.005461670000000002	0.005461670000000002	0.03189986	304925	UKBB	EUR	Binary
SaltAddedRawCont	0.07284211	0.002012512	1	3_4	0.007303160000000003	0.007303160000000003	0.0771596	304925	UKBB	EUR	Continuous
SaltAddedRawCont	0.07402645	0.001984073	1	3_4	0.007303160000000003	0.007303160000000003	0.0771596	304925	UKBB	EUR	Continuous
SaltAddedRawCont	0.07106501	0.002032826	1.137411	3_4	0.007303160000000003	0.007303160000000003	0.0771596	304925	UKBB	EUR	Continuous
SaltAddedRawCont	0.07836817	0.002099454	2	3_4	0.007303160000000003	0.007303160000000003	0.0771596	304925	UKBB	EUR	Continuous
SaltAddedRawCont	0.07793196	0.001996446	2.974305	3_4	0.007303160000000003	0.007303160000000003	0.0771596	304925	UKBB	EUR	Continuous
SatFatGramsWk	0.07194668	0.001823284	10.62284	2_3	0.009814309999999993	0.009814309999999993	0.009741806	364629	UKBB	EUR	Continuous
SatFatGramsWk	0.07049478	0.001839625	24.41975	2_3	0.009814309999999993	0.009814309999999993	0.009741806	364629	UKBB	EUR	Continuous
SatFatGramsWk	0.08030909	0.001957489	34.19196	2_3	0.009814309999999993	0.009814309999999993	0.009741806	364629	UKBB	EUR	Continuous
SatFatGramsWk	0.07794913	0.001881161	46.61269	2_3	0.009814309999999993	0.009814309999999993	0.009741806	364629	UKBB	EUR	Continuous
SatFatGramsWk	0.07949018	0.001940290	68.60652	2_3	0.009814309999999993	0.009814309999999993	0.009741806	364629	UKBB	EUR	Continuous
SaturatedFatMean	0.06635877	0.002973588	14.29624	2_5	0.01844773999999999	0.01844773999999999	0.002884084	127899	UKBB	EUR	Continuous
SaturatedFatMean	0.06250901	0.002961059	21.85796	2_5	0.01844773999999999	0.01844773999999999	0.002884084	127899	UKBB	EUR	Continuous
SaturatedFatMean	0.06645967	0.002956576	27.52918	2_5	0.01844773999999999	0.01844773999999999	0.002884084	127899	UKBB	EUR	Continuous
SaturatedFatMean	0.07175282	0.003165885	34.07244	2_5	0.01844773999999999	0.01844773999999999	0.002884084	127899	UKBB	EUR	Continuous
SaturatedFatMean	0.08095675	0.003230447	47.12293	2_5	0.01844773999999999	0.01844773999999999	0.002884084	127899	UKBB	EUR	Continuous
SBPadj	0.06620379	0.001805186	115.0225	1_4	0.013627719999999996	0.013627719999999996	0.0002925766	352801	UKBB	EUR	Continuous
SBPadj	0.07490694	0.001973096	128.9837	1_4	0.013627719999999996	0.013627719999999996	0.0002925766	352801	UKBB	EUR	Continuous
SBPadj	0.07313043	0.001869811	139.5622	1_4	0.013627719999999996	0.013627719999999996	0.0002925766	352801	UKBB	EUR	Continuous
SBPadj	0.07983151	0.001957760	151.4889	1_4	0.013627719999999996	0.013627719999999996	0.0002925766	352801	UKBB	EUR	Continuous
SBPadj	0.07869372	0.001870243	172.4967	1_4	0.013627719999999996	0.013627719999999996	0.0002925766	352801	UKBB	EUR	Continuous
Sex	0.07130941	0.001120251	0	1_2	0.01374315999999999	0.01374315999999999	2.648478e-08	376729	UKBB	EUR	Binary
Sex	0.08505257	0.001350445	1	1_2	0.01374315999999999	0.01374315999999999	2.648478e-08	376729	UKBB	EUR	Binary
SleepDuration	0.07577894	0.001836309	5.683797	3_5	0.006615919999999997	0.006615919999999997	0.07748843	374681	UKBB	EUR	Continuous
SleepDuration	0.07380096	0.001852689	6.809384	3_5	0.006615919999999997	0.006615919999999997	0.07748843	374681	UKBB	EUR	Continuous
SleepDuration	0.07179262	0.001820420	7	3_5	0.006615919999999997	0.006615919999999997	0.07748843	374681	UKBB	EUR	Continuous
SleepDuration	0.07529133	0.001804040	7.855277	3_5	0.006615919999999997	0.006615919999999997	0.07748843	374681	UKBB	EUR	Continuous
SleepDuration	0.07840854	0.001927481	8.512751	3_5	0.006615919999999997	0.006615919999999997	0.07748843	374681	UKBB	EUR	Continuous
SmokingStatus	0.07263503	0.001048344	0	1_2	0.005994970000000002	0.005994970000000002	0.01547174	337795	UKBB	EUR	Binary
SmokingStatus	0.07863000	0.001432844	1	1_2	0.005994970000000002	0.005994970000000002	0.01547174	337795	UKBB	EUR	Binary
StarchMean	0.06018084	0.002897293	62.94915	1_5	0.021041519999999994	0.021041519999999994	0.0007540271	128346	UKBB	EUR	Continuous
StarchMean	0.06505455	0.003037466	96.82488	1_5	0.021041519999999994	0.021041519999999994	0.0007540271	128346	UKBB	EUR	Continuous
StarchMean	0.06971445	0.003074309	118.3476	1_5	0.021041519999999994	0.021041519999999994	0.0007540271	128346	UKBB	EUR	Continuous
StarchMean	0.06982433	0.003066232	140.9294	1_5	0.021041519999999994	0.021041519999999994	0.0007540271	128346	UKBB	EUR	Continuous
StarchMean	0.08122236	0.003349484	183.8178	1_5	0.021041519999999994	0.021041519999999994	0.0007540271	128346	UKBB	EUR	Continuous
TG	0.06331261	0.001726516	69.150354368	1_4	0.024010699999999996	0.024010699999999996	1.078088e-10	358933	UKBB	EUR	Continuous
TG	0.07780312	0.001998669	100.91346947999999	1_4	0.024010699999999996	0.024010699999999996	1.078088e-10	358933	UKBB	EUR	Continuous
TG	0.08007036	0.002001978	133.04294553999998	1_4	0.024010699999999996	0.024010699999999996	1.078088e-10	358933	UKBB	EUR	Continuous
TG	0.08732331	0.001993040	177.85343135	1_4	0.024010699999999996	0.024010699999999996	1.078088e-10	358933	UKBB	EUR	Continuous
TG	0.08641520	0.001925416	297.82211634	1_4	0.024010699999999996	0.024010699999999996	1.078088e-10	358933	UKBB	EUR	Continuous
TotalSugarsMean	0.07315165	0.003126789	62.38250	2_3	0.011896630000000005	-0.011896630000000005	0.05080903	128033	UKBB	EUR	Continuous
TotalSugarsMean	0.07477403	0.003131419	93.20626	2_3	0.011896630000000005	-0.011896630000000005	0.05080903	128033	UKBB	EUR	Continuous
TotalSugarsMean	0.06287740	0.002960350	114.8332	2_3	0.011896630000000005	-0.011896630000000005	0.05080903	128033	UKBB	EUR	Continuous
TotalSugarsMean	0.06762546	0.002919160	138.9577	2_3	0.011896630000000005	-0.011896630000000005	0.05080903	128033	UKBB	EUR	Continuous
TotalSugarsMean	0.06728453	0.003056000	187.5939	2_3	0.011896630000000005	-0.011896630000000005	0.05080903	128033	UKBB	EUR	Continuous
TotCholesterol	0.08307248	0.001963291	4.172285	1_5	0.015665250000000006	-0.015665250000000006	3.02378e-05	359221	UKBB	EUR	Continuous
TotCholesterol	0.07863811	0.001965732	5.085935	1_5	0.015665250000000006	-0.015665250000000006	3.02378e-05	359221	UKBB	EUR	Continuous
TotCholesterol	0.07564595	0.001954356	5.674728	1_5	0.015665250000000006	-0.015665250000000006	3.02378e-05	359221	UKBB	EUR	Continuous
TotCholesterol	0.06839314	0.001833162	6.282845	1_5	0.015665250000000006	-0.015665250000000006	3.02378e-05	359221	UKBB	EUR	Continuous
TotCholesterol	0.06740723	0.001792010	7.365299	1_5	0.015665250000000006	-0.015665250000000006	3.02378e-05	359221	UKBB	EUR	Continuous
Socioeconomic	0.06771091	0.001804017	90	1_5	0.017795770000000002	0.017795770000000002	3.400851e-06	376283	UKBB	EUR	Continuous
Socioeconomic	0.06992094	0.001782802	70	1_5	0.017795770000000002	0.017795770000000002	3.400851e-06	376283	UKBB	EUR	Continuous
Socioeconomic	0.07330879	0.001862890	50	1_5	0.017795770000000002	0.017795770000000002	3.400851e-06	376283	UKBB	EUR	Continuous
Socioeconomic	0.07760012	0.001881768	30	1_5	0.017795770000000002	0.017795770000000002	3.400851e-06	376283	UKBB	EUR	Continuous
Socioeconomic	0.08550668	0.002027450	10	1_5	0.017795770000000002	0.017795770000000002	3.400851e-06	376283	UKBB	EUR	Continuous
VitaminB12Mean	0.06507228	0.003031542	2.121627	1_5	0.009176169999999997	0.009176169999999997	0.1346004	127335	UKBB	EUR	Continuous
VitaminB12Mean	0.07073232	0.003076562	3.852081	1_5	0.009176169999999997	0.009176169999999997	0.1346004	127335	UKBB	EUR	Continuous
VitaminB12Mean	0.06851417	0.003018792	5.331482	1_5	0.009176169999999997	0.009176169999999997	0.1346004	127335	UKBB	EUR	Continuous
VitaminB12Mean	0.07036869	0.003025343	7.369176	1_5	0.009176169999999997	0.009176169999999997	0.1346004	127335	UKBB	EUR	Continuous
VitaminB12Mean	0.07424845	0.003101513	12.572378	1_5	0.009176169999999997	0.009176169999999997	0.1346004	127335	UKBB	EUR	Continuous
VitaminB6Mean	0.06563563	0.003000116	1.300085	3_5	0.01734819	0.01734819	0.005032342	128413	UKBB	EUR	Continuous
VitaminB6Mean	0.06566878	0.003094794	1.821316	3_5	0.01734819	0.01734819	0.005032342	128413	UKBB	EUR	Continuous
VitaminB6Mean	0.06336005	0.002959176	2.157566	3_5	0.01734819	0.01734819	0.005032342	128413	UKBB	EUR	Continuous
VitaminB6Mean	0.07294946	0.003237719	2.517099	3_5	0.01734819	0.01734819	0.005032342	128413	UKBB	EUR	Continuous
VitaminB6Mean	0.08070824	0.003226389	3.194956	3_5	0.01734819	0.01734819	0.005032342	128413	UKBB	EUR	Continuous
VitaminCMean	0.07254386	0.003248358	44.29772	1_5	0.006666530000000004	-0.006666530000000004	0.2832679	127866	UKBB	EUR	Continuous
VitaminCMean	0.06942344	0.003205880	91.86445	1_5	0.006666530000000004	-0.006666530000000004	0.2832679	127866	UKBB	EUR	Continuous
VitaminCMean	0.07030449	0.003027364	133.9613	1_5	0.006666530000000004	-0.006666530000000004	0.2832679	127866	UKBB	EUR	Continuous
VitaminCMean	0.07089920	0.003139105	185.1968	1_5	0.006666530000000004	-0.006666530000000004	0.2832679	127866	UKBB	EUR	Continuous
VitaminCMean	0.06587733	0.002969981	294.3776	1_5	0.006666530000000004	-0.006666530000000004	0.2832679	127866	UKBB	EUR	Continuous
VitaminDMean	0.06415399	0.002917178	0.5162828	1_4	0.013677250000000002	0.013677250000000002	0.02883534	127451	UKBB	EUR	Continuous
VitaminDMean	0.07040650	0.003041328	1.239482	1_4	0.013677250000000002	0.013677250000000002	0.02883534	127451	UKBB	EUR	Continuous
VitaminDMean	0.06656316	0.002973475	1.969333	1_4	0.013677250000000002	0.013677250000000002	0.02883534	127451	UKBB	EUR	Continuous
VitaminDMean	0.07783124	0.003343379	3.143009	1_4	0.013677250000000002	0.013677250000000002	0.02883534	127451	UKBB	EUR	Continuous
VitaminDMean	0.07083654	0.003019989	6.743712	1_4	0.013677250000000002	0.013677250000000002	0.02883534	127451	UKBB	EUR	Continuous
VitaminEMean	0.07512081	0.003200988	4.240175	1_2	0.010179339999999995	-0.010179339999999995	0.100101	127770	UKBB	EUR	Continuous
VitaminEMean	0.06494147	0.002990720	6.688979	1_2	0.010179339999999995	-0.010179339999999995	0.100101	127770	UKBB	EUR	Continuous
VitaminEMean	0.07439188	0.003157606	8.533845	1_2	0.010179339999999995	-0.010179339999999995	0.100101	127770	UKBB	EUR	Continuous
VitaminEMean	0.06886650	0.003037728	10.6958	1_2	0.010179339999999995	-0.010179339999999995	0.100101	127770	UKBB	EUR	Continuous
VitaminEMean	0.06617086	0.003010858	15.19065	1_2	0.010179339999999995	-0.010179339999999995	0.100101	127770	UKBB	EUR	Continuous
VPAbinary	0.08279758	0.001543395	0	1_2	0.01280473	-0.01280473	2.508875e-06	304951	UKBB	EUR	Binary
VPAbinary	0.06999285	0.001177840	1	1_2	0.01280473	-0.01280473	2.508875e-06	304951	UKBB	EUR	Binary
VPA_NDays	0.08509088	0.002176469	0	1_5	0.018872459999999994	-0.018872459999999994	5.396826e-06	299963	UKBB	EUR	Continuous
VPA_NDays	0.08048583	0.002167808	0.1150301	1_5	0.018872459999999994	-0.018872459999999994	5.396826e-06	299963	UKBB	EUR	Continuous
VPA_NDays	0.07461474	0.002024377	1.423406	1_5	0.018872459999999994	-0.018872459999999994	5.396826e-06	299963	UKBB	EUR	Continuous
VPA_NDays	0.07118395	0.002047522	2.633524	1_5	0.018872459999999994	-0.018872459999999994	5.396826e-06	299963	UKBB	EUR	Continuous
VPA_NDays	0.06621842	0.001972612	4.986565	1_5	0.018872459999999994	-0.018872459999999994	5.396826e-06	299963	UKBB	EUR	Continuous
WaterIntake	0.07523331	0.001856355	0.5363197	2_4	0.0031334400000000012	-0.0031334400000000012	0.4031728	347472	UKBB	EUR	Continuous
WaterIntake	0.07689780	0.001879663	1.51426	2_4	0.0031334400000000012	-0.0031334400000000012	0.4031728	347472	UKBB	EUR	Continuous
WaterIntake	0.07574508	0.001878542	2.25055	2_4	0.0031334400000000012	-0.0031334400000000012	0.4031728	347472	UKBB	EUR	Continuous
WaterIntake	0.07376436	0.001868608	3.441232	2_4	0.0031334400000000012	-0.0031334400000000012	0.4031728	347472	UKBB	EUR	Continuous
WaterIntake	0.07541910	0.001918396	6.050522	2_4	0.0031334400000000012	-0.0031334400000000012	0.4031728	347472	UKBB	EUR	Continuous
